MMS Id,Title,Num of Items (In Repository),Num of Loans (Not In House),Last Loan Date (calendar)
990052468670205516,"Physique cours, QCM, exemples et 1900 exercices corrigés","1,0","25,0",2020-09-29
990052468670205516,"Physique cours, QCM, exemples et 1900 exercices corrigés","1,0","55,0",2021-12-10
990052468670205516,"Physique cours, QCM, exemples et 1900 exercices corrigés","1,0","74,0",2022-01-19
990052478250205516,An introduction to modern astrophysics,"2,0","10,0",2014-07-01
990052478250205516,An introduction to modern astrophysics,"1,0","10,0",2018-11-06
990052478250205516,An introduction to modern astrophysics,"1,0","5,0",2021-09-28
990052478250205516,An introduction to modern astrophysics,"1,0","5,0",2021-10-31
990052478250205516,An introduction to modern astrophysics,"1,0","4,0",2021-11-17
990052487160205516,"Nonlinear dynamics and chaos with applications to physics, biology, chemistry, and engineering","0,0","0,0",
990052487160205516,"Nonlinear dynamics and chaos with applications to physics, biology, chemistry, and engineering","1,0","18,0",2019-02-01
990052487160205516,"Nonlinear dynamics and chaos with applications to physics, biology, chemistry, and engineering","1,0","37,0",2020-01-03
990052487160205516,"Nonlinear dynamics and chaos with applications to physics, biology, chemistry, and engineering","0,0","22,0",2020-01-29
990052487160205516,"Nonlinear dynamics and chaos with applications to physics, biology, chemistry, and engineering","0,0","16,0",2020-01-30
990052487160205516,"Nonlinear dynamics and chaos with applications to physics, biology, chemistry, and engineering","1,0","38,0",2020-01-31
990052487160205516,"Nonlinear dynamics and chaos with applications to physics, biology, chemistry, and engineering","1,0","19,0",2020-02-28
990052487160205516,"Nonlinear dynamics and chaos with applications to physics, biology, chemistry, and engineering","1,0","22,0",2022-02-21
990052487160205516,"Nonlinear dynamics and chaos with applications to physics, biology, chemistry, and engineering","1,0","15,0",2022-02-24
990052513470205516,Analyse des structures et milieux continus mécanique des solides,"1,0","11,0",2019-10-11
990052513470205516,Analyse des structures et milieux continus mécanique des solides,"1,0","41,0",2020-09-30
990052527650205516,Partial differential equations,"1,0","0,0",
990052527650205516,Partial differential equations,"1,0","21,0",2018-03-12
990052527650205516,Partial differential equations,"1,0","22,0",2019-12-09
990052527650205516,Partial differential equations,"1,0","14,0",2021-10-29
990052527650205516,Partial differential equations,"1,0","21,0",2021-12-17
990052527650205516,Partial differential equations,"1,0","21,0",2022-02-23
990052571560205516,Physique de l'état solide cours et problèmes,"1,0","23,0",2018-06-26
990052571560205516,Physique de l'état solide cours et problèmes,"1,0","8,0",2018-06-27
990052571560205516,Physique de l'état solide cours et problèmes,"1,0","10,0",2018-06-28
990052571560205516,Physique de l'état solide cours et problèmes,"1,0","12,0",2018-07-20
990052571560205516,Physique de l'état solide cours et problèmes,"1,0","17,0",2019-01-30
990052571560205516,Physique de l'état solide cours et problèmes,"1,0","25,0",2020-02-24
990052571560205516,Physique de l'état solide cours et problèmes,"3,0","30,0",2021-08-13
990052571560205516,Physique de l'état solide cours et problèmes,"1,0","16,0",2021-10-02
990052584520205516,Numerical mathematics,"1,0","17,0",2017-04-24
990052584520205516,Numerical mathematics,"1,0","0,0",2017-12-12
990052584520205516,Numerical mathematics,"1,0","11,0",2019-03-22
990052584520205516,Numerical mathematics,"1,0","25,0",2021-02-23
990052584520205516,Numerical mathematics,"1,0","12,0",2021-07-28
990052584520205516,Numerical mathematics,"1,0","17,0",2021-10-21
990052682940205516,Contact mechanics,"0,0","45,0",2021-03-19
990052691660205516,Calcul différentiel et intégral fonctions réelles d'une ou de plusieurs variables réelles,"1,0","72,0",2021-12-20
990052691660205516,Calcul différentiel et intégral fonctions réelles d'une ou de plusieurs variables réelles,"1,0","74,0",2022-01-27
990052691660205516,Calcul différentiel et intégral fonctions réelles d'une ou de plusieurs variables réelles,"2,0","166,0",2022-02-17
990052691660205516,Calcul différentiel et intégral fonctions réelles d'une ou de plusieurs variables réelles,"2,0","158,0",2022-02-22
990052691660205516,Calcul différentiel et intégral fonctions réelles d'une ou de plusieurs variables réelles,"1,0","69,0",2022-02-25
990052691660205516,Calcul différentiel et intégral fonctions réelles d'une ou de plusieurs variables réelles,"1,0","69,0",2022-03-01
990052691660205516,Calcul différentiel et intégral fonctions réelles d'une ou de plusieurs variables réelles,"1,0","92,0",2022-03-07
990052691660205516,Calcul différentiel et intégral fonctions réelles d'une ou de plusieurs variables réelles,"1,0","77,0",2022-03-11
990052716270205516,Asie orientale 3è année : recueil de textes,"1,0","0,0",
990052716440205516,"Introduction à la métrologie section de physique, travaux pratiques : destiné aux étudiants en physique et en science et génie des matériaux de 1ère année","1,0","0,0",2015-09-07
990052730960205516,Methods of mathematical physics,"1,0","0,0",
990052730960205516,Methods of mathematical physics,"1,0","13,0",2012-10-31
990052730960205516,Methods of mathematical physics,"1,0","28,0",2017-10-13
990052730960205516,Methods of mathematical physics,"1,0","47,0",2019-07-01
990052730960205516,Methods of mathematical physics,"1,0","21,0",2020-08-25
990052749340205516,Soft condensed matter,"1,0","0,0",
990052749340205516,Soft condensed matter,"1,0","7,0",2017-08-14
990052749340205516,Soft condensed matter,"1,0","3,0",2019-01-28
990052749340205516,Soft condensed matter,"1,0","5,0",2020-01-31
990052749340205516,Soft condensed matter,"1,0","8,0",2021-01-15
990052749340205516,Soft condensed matter,"1,0","5,0",2022-02-08
990052772650205516,Codes and cryptography,"0,0","19,0",2020-09-16
990052777160205516,Dynamics of structures theory and applications to earthquake engineering,"1,0","0,0",2012-11-30
990052777160205516,Dynamics of structures theory and applications to earthquake engineering,"1,0","35,0",2021-09-23
990052777160205516,Dynamics of structures theory and applications to earthquake engineering,"1,0","43,0",2021-09-24
990052777160205516,Dynamics of structures theory and applications to earthquake engineering,"1,0","35,0",2021-10-06
990052798140205516,Algorithms,"1,0","0,0",2016-11-09
990052798140205516,Algorithms,"1,0","64,0",2021-12-22
990052798140205516,Algorithms,"1,0","38,0",2022-02-21
990052813770205516,"Compilers principles, techniques, and tools","0,0","0,0",2012-07-16
990052813770205516,"Compilers principles, techniques, and tools","0,0","8,0",2019-04-25
990052813770205516,"Compilers principles, techniques, and tools","0,0","7,0",2020-12-20
990052813770205516,"Compilers principles, techniques, and tools","0,0","28,0",2020-12-24
990052840140205516,Eléments fondamentaux de chimie,"1,0","0,0",2008-04-11
990052870290205516,Equipements techniques des bâtiments,"2,0","0,0",2013-03-18
990052902270205516,Numerical methods in finance and economics a MATLAB-based introduction,"1,0","0,0",2018-12-20
990052902270205516,Numerical methods in finance and economics a MATLAB-based introduction,"1,0","1,0",2019-02-01
990052902270205516,Numerical methods in finance and economics a MATLAB-based introduction,"1,0","2,0",2019-04-18
990052902270205516,Numerical methods in finance and economics a MATLAB-based introduction,"1,0","6,0",2021-01-18
990052937950205516,Database management systems,"1,0","10,0",2016-07-11
990052937950205516,Database management systems,"1,0","30,0",2021-07-24
990052937950205516,Database management systems,"1,0","13,0",2022-02-17
990052937950205516,Database management systems,"3,0","65,0",2022-02-21
990052937950205516,Database management systems,"1,0","10,0",2022-02-22
990052937950205516,Database management systems,"1,0","25,0",2022-02-25
990052937950205516,Database management systems,"2,0","36,0",2022-03-02
990052937950205516,Database management systems,"1,0","48,0",2022-03-14
990052967380205516,Polymer chemistry,"1,0","0,0",
990052967380205516,Polymer chemistry,"1,0","0,0",2019-03-21
990052967380205516,Polymer chemistry,"1,0","37,0",2019-04-04
990052967380205516,Polymer chemistry,"1,0","24,0",2019-05-23
990052967380205516,Polymer chemistry,"1,0","33,0",2020-10-16
990052984970205516,Dimensionnement parasismique génie civil,"1,0","0,0",
990052995010205516,"Architecture de l'ordinateur portes logiques, circuits combinatoires, arithmétique binaire, circuits séquentiels et mémoires, exemple d'architecture","1,0","0,0",2010-10-05
990052995010205516,"Architecture de l'ordinateur portes logiques, circuits combinatoires, arithmétique binaire, circuits séquentiels et mémoires, exemple d'architecture","1,0","10,0",2019-04-10
990052995010205516,"Architecture de l'ordinateur portes logiques, circuits combinatoires, arithmétique binaire, circuits séquentiels et mémoires, exemple d'architecture","1,0","12,0",2021-04-03
990052995010205516,"Architecture de l'ordinateur portes logiques, circuits combinatoires, arithmétique binaire, circuits séquentiels et mémoires, exemple d'architecture","1,0","12,0",2021-12-21
990053000670205516,L'architecture moderne une histoire critique,"1,0","21,0",2019-10-02
990053005600205516,Sociologie du logement notes et articles complétant le cours : section d'architecture 5-6ème semestre,"1,0","0,0",
990053052740205516,The architecture of the Italian Renaissance,"1,0","25,0",2016-09-26
990053052740205516,The architecture of the Italian Renaissance,"1,0","24,0",2017-09-11
990053052740205516,The architecture of the Italian Renaissance,"1,0","13,0",2018-10-03
990053052740205516,The architecture of the Italian Renaissance,"1,0","10,0",2018-12-06
990053052740205516,The architecture of the Italian Renaissance,"1,0","9,0",2020-01-20
990053070040205516,Dynamique des structures introduction pour le génie parasismique,"1,0","0,0",2017-03-27
990053070930205516,Engineering mechanics,"1,0","0,0",2020-02-17
990053070930205516,Engineering mechanics,"1,0","20,0",2020-08-20
990053070930205516,Engineering mechanics,"1,0","20,0",2022-03-02
990053071130205516,Chimie des milieux aquatiques chimie des eaux naturelles et des interfaces dans l'environnement,"0,0","0,0",2008-06-17
990053071130205516,Chimie des milieux aquatiques chimie des eaux naturelles et des interfaces dans l'environnement,"0,0","11,0",2015-07-20
990053071130205516,Chimie des milieux aquatiques chimie des eaux naturelles et des interfaces dans l'environnement,"1,0","24,0",2021-01-11
990053071130205516,Chimie des milieux aquatiques chimie des eaux naturelles et des interfaces dans l'environnement,"1,0","28,0",2021-11-02
990053144690205516,"Caractérisation expérimentale des matériaux I propriétés physiques, thermiques et mécaniques","1,0","1,0",2014-05-09
990053144690205516,"Caractérisation expérimentale des matériaux I propriétés physiques, thermiques et mécaniques","1,0","4,0",2015-06-17
990053144690205516,"Caractérisation expérimentale des matériaux I propriétés physiques, thermiques et mécaniques","1,0","18,0",2016-06-09
990053144690205516,"Caractérisation expérimentale des matériaux I propriétés physiques, thermiques et mécaniques","1,0","4,0",2018-08-13
990053144690205516,"Caractérisation expérimentale des matériaux I propriétés physiques, thermiques et mécaniques","1,0","10,0",2019-05-17
990053144690205516,"Caractérisation expérimentale des matériaux I propriétés physiques, thermiques et mécaniques","1,0","9,0",2021-09-08
990053144690205516,"Caractérisation expérimentale des matériaux I propriétés physiques, thermiques et mécaniques","1,0","0,0",2021-10-08
990053210230205516,"Formulaires et tables mathématiques, physique, chimie","1,0","67,0",2021-01-19
990053210230205516,"Formulaires et tables mathématiques, physique, chimie","1,0","7,0",2022-01-24
990053220400205516,Audio,"1,0","0,0",
990053220400205516,Audio,"1,0","16,0",2012-06-19
990053220400205516,Audio,"3,0","118,0",2021-12-07
990053220400205516,Audio,"1,0","54,0",2022-01-18
990053222280205516,Electrochimie physique et analytique,"1,0","30,0",2021-01-20
990053222280205516,Electrochimie physique et analytique,"1,0","32,0",2021-10-06
990053222280205516,Electrochimie physique et analytique,"1,0","28,0",2021-11-17
990053222280205516,Electrochimie physique et analytique,"1,0","28,0",2021-12-18
990053222280205516,Electrochimie physique et analytique,"1,0","29,0",2022-01-05
990053222280205516,Electrochimie physique et analytique,"1,0","21,0",2022-01-13
990053222280205516,Electrochimie physique et analytique,"1,0","24,0",2022-01-18
990053222280205516,Electrochimie physique et analytique,"1,0","35,0",2022-02-03
990053352080205516,"Maisons, palais, villas et tombeaux","1,0","1,0",2011-01-31
990053352080205516,"Maisons, palais, villas et tombeaux","1,0","16,0",2019-05-21
990053352080205516,"Maisons, palais, villas et tombeaux","1,0","8,0",2019-09-30
990053352080205516,"Maisons, palais, villas et tombeaux","1,0","7,0",2020-02-14
990053362640205516,Fundamentals of photonics,"0,0","88,0",2019-07-15
990053362640205516,Fundamentals of photonics,"0,0","59,0",2021-03-20
990053405830205516,The design of CMOS radio-frequency integrated circuits,"1,0","0,0",2008-04-14
990053405830205516,The design of CMOS radio-frequency integrated circuits,"1,0","6,0",2010-09-07
990053405830205516,The design of CMOS radio-frequency integrated circuits,"1,0","14,0",2011-02-07
990053405830205516,The design of CMOS radio-frequency integrated circuits,"1,0","16,0",2018-09-03
990053456280205516,Hydrologie appliquée cours polycopié,"1,0","0,0",
990053456960205516,Mécanique des fluides incompressibles,"1,0","0,0",
990053460240205516,Mécanique des fluides compressibles,"1,0","0,0",
990053474670205516,Eléments d'acoustique générale de quelques lieux communs de l'acoustique à une première maîtrise des champs sonores,"1,0","0,0",2016-10-03
990053474670205516,Eléments d'acoustique générale de quelques lieux communs de l'acoustique à une première maîtrise des champs sonores,"1,0","31,0",2017-02-06
990053474670205516,Eléments d'acoustique générale de quelques lieux communs de l'acoustique à une première maîtrise des champs sonores,"1,0","36,0",2019-11-25
990053474670205516,Eléments d'acoustique générale de quelques lieux communs de l'acoustique à une première maîtrise des champs sonores,"1,0","25,0",2020-01-22
990053474670205516,Eléments d'acoustique générale de quelques lieux communs de l'acoustique à une première maîtrise des champs sonores,"1,0","28,0",2020-09-16
990053474670205516,Eléments d'acoustique générale de quelques lieux communs de l'acoustique à une première maîtrise des champs sonores,"1,0","1,0",2021-08-03
990053480100205516,Principes et construction dans l'architecture du Quattrocento histoire de l'architecture 2,"2,0","0,0",
990053500380205516,The ubiquitous roles of cytochrome P450 proteins,"0,0","0,0",
990053579480205516,Plasma physics and fusion energy,"1,0","24,0",2020-12-09
990053579480205516,Plasma physics and fusion energy,"1,0","33,0",2021-10-24
990053579480205516,Plasma physics and fusion energy,"1,0","25,0",2021-12-08
990053609310205516,About face 3 the essentials of interaction design,"0,0","0,0",
990053609310205516,About face 3 the essentials of interaction design,"0,0","8,0",2014-06-12
990053609310205516,About face 3 the essentials of interaction design,"0,0","15,0",2019-07-05
990053609310205516,About face 3 the essentials of interaction design,"0,0","10,0",2020-02-18
990053609310205516,About face 3 the essentials of interaction design,"0,0","6,0",2021-02-26
990053651520205516,"Les étoiles et le milieu interstellaire introduction à l'astrophysique : cours, exercice et problèmes résolus","1,0","0,0",
990053651520205516,"Les étoiles et le milieu interstellaire introduction à l'astrophysique : cours, exercice et problèmes résolus","1,0","14,0",2018-10-03
990053651520205516,"Les étoiles et le milieu interstellaire introduction à l'astrophysique : cours, exercice et problèmes résolus","1,0","9,0",2021-01-02
990053654840205516,Corrosion and surface chemistry of metals,"1,0","0,0",2012-12-13
990053654840205516,Corrosion and surface chemistry of metals,"1,0","7,0",2018-10-24
990053654840205516,Corrosion and surface chemistry of metals,"1,0","7,0",2021-09-14
990053654840205516,Corrosion and surface chemistry of metals,"1,0","26,0",2022-03-15
990053679660205516,Recueil de plans d'habitation = Atlante delle planimetrie residenziali,"1,0","2,0",2013-03-11
990053679660205516,Recueil de plans d'habitation = Atlante delle planimetrie residenziali,"1,0","20,0",2017-05-08
990053679660205516,Recueil de plans d'habitation = Atlante delle planimetrie residenziali,"1,0","21,0",2018-12-28
990053679660205516,Recueil de plans d'habitation = Atlante delle planimetrie residenziali,"1,0","27,0",2020-10-05
990053679660205516,Recueil de plans d'habitation = Atlante delle planimetrie residenziali,"1,0","27,0",2020-12-11
990053679660205516,Recueil de plans d'habitation = Atlante delle planimetrie residenziali,"1,0","47,0",2020-12-16
990053679660205516,Recueil de plans d'habitation = Atlante delle planimetrie residenziali,"1,0","31,0",2021-03-12
990053679660205516,Recueil de plans d'habitation = Atlante delle planimetrie residenziali,"1,0","31,0",2021-04-01
990053720700205516,Thermal safety of chemical processes risk assessment and process design,"1,0","0,0",2017-03-16
990053720700205516,Thermal safety of chemical processes risk assessment and process design,"2,0","56,0",2020-01-23
990053720700205516,Thermal safety of chemical processes risk assessment and process design,"1,0","32,0",2021-01-26
990053731880205516,Physique,"1,0","0,0",
990053731880205516,Physique,"1,0","0,0",2008-05-28
990053731880205516,Physique,"1,0","23,0",2013-11-12
990053731880205516,Physique,"1,0","17,0",2015-04-20
990053731880205516,Physique,"1,0","10,0",2016-01-08
990053731880205516,Physique,"1,0","15,0",2016-01-18
990053731880205516,Physique,"1,0","0,0",2017-03-06
990053731880205516,Physique,"2,0","40,0",2017-06-19
990053731880205516,Physique,"1,0","16,0",2018-03-20
990053731880205516,Physique,"1,0","27,0",2019-01-14
990053731880205516,Physique,"1,0","28,0",2019-01-15
990053731880205516,Physique,"1,0","27,0",2019-01-23
990053731880205516,Physique,"1,0","2,0",2019-01-24
990053731880205516,Physique,"1,0","1,0",2019-05-03
990053731880205516,Physique,"1,0","49,0",2019-07-04
990053731880205516,Physique,"2,0","42,0",2019-12-02
990053731880205516,Physique,"2,0","81,0",2019-12-04
990053731880205516,Physique,"1,0","38,0",2019-12-09
990053731880205516,Physique,"1,0","27,0",2020-08-12
990053731880205516,Physique,"1,0","11,0",2020-09-10
990053731880205516,Physique,"1,0","51,0",2020-10-05
990053731880205516,Physique,"1,0","42,0",2021-03-24
990053731880205516,Physique,"3,0","55,0",2021-05-12
990053731880205516,Physique,"1,0","11,0",2021-10-13
990053731880205516,Physique,"1,0","34,0",2021-10-26
990053731880205516,Physique,"1,0","63,0",2021-11-23
990053731880205516,Physique,"2,0","37,0",2021-12-18
990053731880205516,Physique,"1,0","3,0",2022-01-25
990053731880205516,Physique,"1,0","41,0",2022-01-31
990053731880205516,Physique,"1,0","60,0",2022-03-06
990053747610205516,Construire des façades,"1,0","0,0",2015-04-14
990053747610205516,Construire des façades,"1,0","30,0",2015-10-12
990053747610205516,Construire des façades,"1,0","83,0",2021-06-09
990053747610205516,Construire des façades,"1,0","86,0",2021-10-18
990053747610205516,Construire des façades,"1,0","60,0",2022-02-14
990053797660205516,Physics of semiconductor devices,"1,0","25,0",2013-11-06
990053797660205516,Physics of semiconductor devices,"1,0","28,0",2021-10-06
990053797660205516,Physics of semiconductor devices,"1,0","31,0",2021-12-23
990053816870205516,Experiencing architecture,"1,0","46,0",2019-03-22
990053816870205516,Experiencing architecture,"1,0","1,0",2020-03-04
990053838530205516,Computer system security basic concepts and solved exercises,"1,0","0,0",2010-11-01
990053838530205516,Computer system security basic concepts and solved exercises,"1,0","3,0",2016-10-25
990053838530205516,Computer system security basic concepts and solved exercises,"1,0","36,0",2019-09-26
990053838530205516,Computer system security basic concepts and solved exercises,"1,0","17,0",2019-11-15
990053838530205516,Computer system security basic concepts and solved exercises,"1,0","23,0",2020-03-03
990053838530205516,Computer system security basic concepts and solved exercises,"1,0","23,0",2021-05-11
990053838530205516,Computer system security basic concepts and solved exercises,"1,0","7,0",2021-06-06
990053838530205516,Computer system security basic concepts and solved exercises,"1,0","22,0",2021-09-03
990053838530205516,Computer system security basic concepts and solved exercises,"1,0","3,0",2021-09-18
990053838530205516,Computer system security basic concepts and solved exercises,"1,0","21,0",2021-11-01
990053838530205516,Computer system security basic concepts and solved exercises,"1,0","5,0",2022-03-04
990053880120205516,Spin dynamics basics of nuclear magnetic resonance,"1,0","50,0",2021-02-23
990053880120205516,Spin dynamics basics of nuclear magnetic resonance,"1,0","8,0",2021-02-25
990053880120205516,Spin dynamics basics of nuclear magnetic resonance,"1,0","1,0",2022-03-14
990053881600205516,Thermodynamique et mécanique statistique,"1,0","0,0",2017-10-18
990053881600205516,Thermodynamique et mécanique statistique,"1,0","15,0",2020-07-10
990053881600205516,Thermodynamique et mécanique statistique,"1,0","13,0",2021-09-17
990053881600205516,Thermodynamique et mécanique statistique,"1,0","24,0",2021-12-13
990053881600205516,Thermodynamique et mécanique statistique,"1,0","44,0",2022-01-29
990053883150205516,Quantum chemistry,"1,0","0,0",2018-05-14
990053883150205516,Quantum chemistry,"1,0","28,0",2018-11-12
990053883150205516,Quantum chemistry,"1,0","35,0",2021-10-22
990053883150205516,Quantum chemistry,"1,0","9,0",2021-11-26
990053883150205516,Quantum chemistry,"1,0","11,0",2021-12-17
990053883150205516,Quantum chemistry,"1,0","7,0",2021-12-20
990053883150205516,Quantum chemistry,"1,0","36,0",2022-01-20
990053883150205516,Quantum chemistry,"1,0","33,0",2022-01-25
990053889080205516,L'oeil et l'esprit,"1,0","0,0",2018-07-30
990053889080205516,L'oeil et l'esprit,"1,0","17,0",2018-12-21
990053889080205516,L'oeil et l'esprit,"1,0","9,0",2019-09-30
990053889080205516,L'oeil et l'esprit,"1,0","26,0",2020-03-11
990053889080205516,L'oeil et l'esprit,"1,0","18,0",2022-02-02
990053949150205516,Neural networks and learning machines,"0,0","12,0",2020-10-06
990053949880205516,Introduction to environmental engineering and science,"0,0","2,0",2019-12-19
990053949880205516,Introduction to environmental engineering and science,"1,0","11,0",2021-09-27
990053949880205516,Introduction to environmental engineering and science,"1,0","35,0",2021-09-29
990053949880205516,Introduction to environmental engineering and science,"1,0","41,0",2021-10-07
990053949880205516,Introduction to environmental engineering and science,"1,0","42,0",2021-10-15
990053949880205516,Introduction to environmental engineering and science,"1,0","4,0",2021-10-28
990053949880205516,Introduction to environmental engineering and science,"1,0","2,0",2021-11-20
990053958410205516,Wetlands,"1,0","0,0",2012-10-09
990053966260205516,Organic chemistry,"1,0","0,0",2013-11-27
990053966260205516,Organic chemistry,"1,0","23,0",2019-01-17
990053966260205516,Organic chemistry,"1,0","20,0",2021-05-20
990053966260205516,Organic chemistry,"1,0","5,0",2021-06-02
990053966260205516,Organic chemistry,"1,0","19,0",2021-11-04
990053966360205516,"Chimie organique les grands principes, cours et exercices corrigés","1,0","0,0",2019-04-10
990053966360205516,"Chimie organique les grands principes, cours et exercices corrigés","1,0","34,0",2021-03-26
990053966360205516,"Chimie organique les grands principes, cours et exercices corrigés","1,0","50,0",2021-05-31
990053966360205516,"Chimie organique les grands principes, cours et exercices corrigés","1,0","0,0",2021-06-15
990053966360205516,"Chimie organique les grands principes, cours et exercices corrigés","1,0","30,0",2021-10-19
990053966360205516,"Chimie organique les grands principes, cours et exercices corrigés","1,0","33,0",2021-12-17
990053983030205516,Tracés et coupes des pierres,"1,0","0,0",2010-09-30
990053983030205516,Tracés et coupes des pierres,"1,0","5,0",2018-02-26
990053983030205516,Tracés et coupes des pierres,"1,0","3,0",2019-04-11
990053998930205516,Transmission electron microscopy physics of image formation,"1,0","7,0",2013-05-16
990053998930205516,Transmission electron microscopy physics of image formation,"1,0","0,0",2014-09-09
990053998930205516,Transmission electron microscopy physics of image formation,"1,0","13,0",2016-01-11
990053998930205516,Transmission electron microscopy physics of image formation,"1,0","17,0",2021-06-15
990053998930205516,Transmission electron microscopy physics of image formation,"1,0","8,0",2022-02-15
990054029310205516,An introduction to the theory of groups,"1,0","0,0",
990054029310205516,An introduction to the theory of groups,"1,0","0,0",2018-10-10
990054029310205516,An introduction to the theory of groups,"1,0","29,0",2020-01-17
990054029310205516,An introduction to the theory of groups,"1,0","25,0",2020-06-30
990054029310205516,An introduction to the theory of groups,"1,0","27,0",2020-12-21
990054029310205516,An introduction to the theory of groups,"1,0","16,0",2021-01-30
990054029310205516,An introduction to the theory of groups,"1,0","7,0",2021-10-28
990054029310205516,An introduction to the theory of groups,"1,0","33,0",2022-02-16
990054108790205516,A mathematical introduction to logic,"1,0","9,0",2014-10-20
990054108790205516,A mathematical introduction to logic,"1,0","5,0",2015-08-12
990054108790205516,A mathematical introduction to logic,"1,0","12,0",2017-03-13
990054108790205516,A mathematical introduction to logic,"1,0","20,0",2020-01-20
990054108790205516,A mathematical introduction to logic,"1,0","6,0",2021-11-12
990054108790205516,A mathematical introduction to logic,"1,0","1,0",2022-03-01
990054112350205516,Méthode des éléments finis en mécanique des structures,"1,0","29,0",2020-01-23
990054112350205516,Méthode des éléments finis en mécanique des structures,"1,0","40,0",2022-02-15
990054112350205516,Méthode des éléments finis en mécanique des structures,"1,0","14,0",2022-02-22
990054112350205516,Méthode des éléments finis en mécanique des structures,"1,0","1,0",2022-03-07
990054112560205516,Analyse des structures et milieux continus mécanique des structures,"1,0","15,0",2021-03-10
990054112560205516,Analyse des structures et milieux continus mécanique des structures,"2,0","68,0",2021-03-23
990054112560205516,Analyse des structures et milieux continus mécanique des structures,"1,0","49,0",2021-04-06
990054116990205516,Ways of seeing based on the BBC television series with John Berger,"1,0","0,0",2011-10-14
990054116990205516,Ways of seeing based on the BBC television series with John Berger,"1,0","22,0",2021-02-26
990054116990205516,Ways of seeing based on the BBC television series with John Berger,"1,0","33,0",2021-10-05
990054116990205516,Ways of seeing based on the BBC television series with John Berger,"1,0","14,0",2021-11-04
990054141750205516,Savoir-faire in matematica per studiare all'EPFL Section de mathématiques,"0,0","0,0",
990054141750205516,Savoir-faire in matematica per studiare all'EPFL Section de mathématiques,"0,0","2,0",2011-05-19
990054141750205516,Savoir-faire in matematica per studiare all'EPFL Section de mathématiques,"0,0","2,0",2017-10-05
990054147470205516,Modern control systems,"1,0","3,0",2015-11-27
990054147470205516,Modern control systems,"1,0","21,0",2016-09-29
990054147470205516,Modern control systems,"1,0","15,0",2021-11-29
990054147470205516,Modern control systems,"1,0","17,0",2021-12-15
990054147470205516,Modern control systems,"1,0","20,0",2021-12-23
990054199690205516,Transport phenomena,"1,0","0,0",2014-11-24
990054199690205516,Transport phenomena,"1,0","14,0",2018-05-29
990054199690205516,Transport phenomena,"1,0","18,0",2018-08-13
990054199690205516,Transport phenomena,"1,0","26,0",2019-12-10
990054199690205516,Transport phenomena,"1,0","16,0",2021-10-29
990054209290205516,Genetics aspects théoriques et pratiques,"1,0","0,0",
990054214550205516,Algebra,"1,0","0,0",2017-02-14
990054214550205516,Algebra,"1,0","24,0",2019-04-26
990054214550205516,Algebra,"1,0","72,0",2020-08-11
990054214550205516,Algebra,"1,0","41,0",2021-05-12
990054214550205516,Algebra,"1,0","21,0",2022-01-06
990054214550205516,Algebra,"1,0","20,0",2022-02-16
990054219490205516,Programmation orientés [i.e. orientée] objets en C++ une approche évolutive,"1,0","49,0",2021-01-06
990054219490205516,Programmation orientés [i.e. orientée] objets en C++ une approche évolutive,"1,0","53,0",2021-01-20
990054219490205516,Programmation orientés [i.e. orientée] objets en C++ une approche évolutive,"1,0","55,0",2021-03-16
990054219490205516,Programmation orientés [i.e. orientée] objets en C++ une approche évolutive,"1,0","11,0",2021-09-21
990054219490205516,Programmation orientés [i.e. orientée] objets en C++ une approche évolutive,"1,0","53,0",2021-10-25
990054238270205516,Eléments fondations spéciales et de béton armé et précontraint cours Structures 5-6,"1,0","3,0",2013-02-11
990054253430205516,A first course in Fourier analysis,"1,0","0,0",2013-03-21
990054253430205516,A first course in Fourier analysis,"1,0","6,0",2020-01-06
990054253430205516,A first course in Fourier analysis,"1,0","18,0",2022-02-16
990054256830205516,Neuroscience,"1,0","0,0",
990054265480205516,Molecular biology of the cell,"1,0","3,0",2016-10-11
990054265480205516,Molecular biology of the cell,"1,0","50,0",2016-11-29
990054265480205516,Molecular biology of the cell,"0,0","54,0",2017-01-24
990054265480205516,Molecular biology of the cell,"1,0","47,0",2018-01-31
990054265480205516,Molecular biology of the cell,"1,0","19,0",2018-02-19
990054265480205516,Molecular biology of the cell,"1,0","55,0",2018-09-21
990054265480205516,Molecular biology of the cell,"1,0","2,0",2019-01-23
990054265480205516,Molecular biology of the cell,"1,0","3,0",2021-09-21
990054265480205516,Molecular biology of the cell,"1,0","5,0",2021-10-07
990054318620205516,Initiation aux probabilités,"1,0","56,0",2019-01-28
990054318620205516,Initiation aux probabilités,"1,0","55,0",2021-10-21
990054318620205516,Initiation aux probabilités,"1,0","54,0",2021-11-01
990054318620205516,Initiation aux probabilités,"1,0","54,0",2021-11-12
990054318620205516,Initiation aux probabilités,"1,0","2,0",2021-12-15
990054318620205516,Initiation aux probabilités,"1,0","52,0",2021-12-31
990054318620205516,Initiation aux probabilités,"1,0","32,0",2022-01-25
990054325900205516,Engineering mechanics [statics - dynamics],"2,0","0,0",
990054325900205516,Engineering mechanics [statics - dynamics],"1,0","0,0",2010-01-13
990054325900205516,Engineering mechanics [statics - dynamics],"1,0","5,0",2015-11-24
990054325900205516,Engineering mechanics [statics - dynamics],"1,0","18,0",2017-04-11
