MMS Id,Title,Num of Items (In Repository),Num of Loans (Not In House),Last Loan Date (calendar)
990109503380205516,Construction mécanique introduction à la conception mécanique,"1,0","0,0",
990109503380205516,Construction mécanique introduction à la conception mécanique,"1,0","17,0",2021-10-01
990109503380205516,Construction mécanique introduction à la conception mécanique,"1,0","14,0",2021-12-18
990109609570205516,"Duus' topical diagnosis in neurology anatomy, physiology, signs, symptoms","1,0","0,0",
990109609570205516,"Duus' topical diagnosis in neurology anatomy, physiology, signs, symptoms","1,0","13,0",2019-11-26
990109609570205516,"Duus' topical diagnosis in neurology anatomy, physiology, signs, symptoms","1,0","11,0",2020-01-16
990109609770205516,Gray's anatomy for students,"1,0","9,0",2020-02-24
990109609770205516,Gray's anatomy for students,"1,0","14,0",2020-09-29
990109677270205516,Interactive data visualization for the web an introduction to designing with D3,"1,0","9,0",2021-03-06
990109677270205516,Interactive data visualization for the web an introduction to designing with D3,"1,0","1,0",2022-02-28
990109681230205516,System dynamics,"1,0","0,0",
990109681230205516,System dynamics,"1,0","5,0",2019-05-29
990109681230205516,System dynamics,"1,0","5,0",2019-07-23
990109681230205516,System dynamics,"1,0","6,0",2020-08-20
990109681230205516,System dynamics,"1,0","3,0",2021-12-09
990109681280205516,System dynamics,"1,0","0,0",
990109681280205516,System dynamics,"1,0","0,0",2018-04-23
990109681280205516,System dynamics,"1,0","1,0",2018-06-20
990109681280205516,System dynamics,"1,0","3,0",2019-04-23
990109681280205516,System dynamics,"1,0","7,0",2021-03-12
990109681760205516,"Study guide to accompany Atkins, Jones and Laverman's ""Chemical principles the quest for insight""","1,0","0,0",
990109681760205516,"Study guide to accompany Atkins, Jones and Laverman's ""Chemical principles the quest for insight""","1,0","3,0",2021-09-28
990109681760205516,"Study guide to accompany Atkins, Jones and Laverman's ""Chemical principles the quest for insight""","1,0","6,0",2022-02-23
990109681920205516,"Student solutions manual to accompany Atkins, Jones and Laverman's Chemical principles the quest for insight","1,0","0,0",
990109681920205516,"Student solutions manual to accompany Atkins, Jones and Laverman's Chemical principles the quest for insight","1,0","1,0",2021-09-28
990109681920205516,"Student solutions manual to accompany Atkins, Jones and Laverman's Chemical principles the quest for insight","1,0","1,0",2022-02-23
990109715470205516,Manual of photogrammetry,"1,0","0,0",
990109715470205516,Manual of photogrammetry,"1,0","3,0",2018-04-24
990109715470205516,Manual of photogrammetry,"1,0","6,0",2020-06-26
990109725910205516,Programmer en langage C++,"2,0","19,0",2019-12-23
990109726410205516,Absolute Java,"1,0","1,0",2021-10-05
990109726410205516,Absolute Java,"1,0","6,0",2021-10-27
990109726410205516,Absolute Java,"1,0","8,0",2022-02-04
990109727000205516,Le livre de Java premier langage avec 109 exercices corrigés,"1,0","0,0",
990109727000205516,Le livre de Java premier langage avec 109 exercices corrigés,"1,0","13,0",2021-05-26
990109727000205516,Le livre de Java premier langage avec 109 exercices corrigés,"1,0","19,0",2021-09-09
990109740550205516,Mobile microrobotics,"1,0","0,0",
990109740550205516,Mobile microrobotics,"1,0","1,0",2019-09-26
990109740550205516,Mobile microrobotics,"1,0","3,0",2021-01-07
990109999540205516,Design of machinery an introduction to synthesis and analysis of mechanisms and machines,"2,0","0,0",
990109999540205516,Design of machinery an introduction to synthesis and analysis of mechanisms and machines,"1,0","1,0",2017-10-30
990110006570205516,Introduction à l'analyse numérique,"1,0","0,0",2020-02-18
990110006570205516,Introduction à l'analyse numérique,"1,0","2,0",2022-02-19
990110006570205516,Introduction à l'analyse numérique,"1,0","2,0",2022-02-21
990110006570205516,Introduction à l'analyse numérique,"1,0","2,0",2022-02-22
990110006570205516,Introduction à l'analyse numérique,"1,0","16,0",2022-02-25
990110006570205516,Introduction à l'analyse numérique,"1,0","16,0",2022-02-28
990110048080205516,Résumé des notes du cours d'analyse 3,"1,0","0,0",
990110048080205516,Résumé des notes du cours d'analyse 3,"1,0","3,0",2018-07-11
990110048160205516,Programmation,"1,0","0,0",
990110048160205516,Programmation,"1,0","4,0",2021-08-09
990110048220205516,Localisation par satellites,"1,0","0,0",
990110048220205516,Localisation par satellites,"1,0","1,0",2020-01-27
990110257590205516,Flore des friches urbaines du nord de la France et des régions voisines,"3,0","0,0",
990110270910205516,Machines électriques,"1,0","0,0",
990110270910205516,Machines électriques,"1,0","10,0",2022-02-10
990110292490205516,Gray's anatomie pour les étudiants,"1,0","22,0",2020-08-20
990110292490205516,Gray's anatomie pour les étudiants,"1,0","12,0",2022-01-24
990110292490205516,Gray's anatomie pour les étudiants,"1,0","1,0",2022-02-24
990110315120205516,Energy storage systems and components,"1,0","0,0",
990110315120205516,Energy storage systems and components,"1,0","2,0",2018-10-03
990110327620205516,Une histoire des images de la grotte à l'écran d'ordinateur,"2,0","0,0",
990110327620205516,Une histoire des images de la grotte à l'écran d'ordinateur,"1,0","2,0",2020-01-20
990110327620205516,Une histoire des images de la grotte à l'écran d'ordinateur,"1,0","1,0",2022-01-26
990110342440205516,Algèbre linéaire et applications,"1,0","0,0",2020-10-13
990110342440205516,Algèbre linéaire et applications,"1,0","10,0",2021-09-11
990110342440205516,Algèbre linéaire et applications,"1,0","19,0",2021-10-23
990110342440205516,Algèbre linéaire et applications,"1,0","16,0",2021-11-10
990110342440205516,Algèbre linéaire et applications,"1,0","11,0",2021-12-17
990110342440205516,Algèbre linéaire et applications,"1,0","13,0",2021-12-18
990110342440205516,Algèbre linéaire et applications,"2,0","26,0",2021-12-23
990110342440205516,Algèbre linéaire et applications,"1,0","13,0",2022-01-21
990110342440205516,Algèbre linéaire et applications,"1,0","25,0",2022-02-15
990110342440205516,Algèbre linéaire et applications,"1,0","2,0",2022-02-21
990110342440205516,Algèbre linéaire et applications,"1,0","16,0",2022-03-03
990110342440205516,Algèbre linéaire et applications,"1,0","17,0",2022-03-11
990110342440205516,Algèbre linéaire et applications,"2,0","0,0",2022-03-14
990110344380205516,Course on the theory and practice of image processing,"2,0","0,0",
990110344380205516,Course on the theory and practice of image processing,"1,0","2,0",2019-02-26
990110344380205516,Course on the theory and practice of image processing,"1,0","3,0",2019-11-18
990110345040205516,"Traitement des signaux section de Génie électrique et électronique, 5ème semestre","1,0","0,0",
990110383510205516,Multivariable control and coordination systems (EE-477) course notes,"1,0","0,0",
990110384770205516,Structures existantes 1 examen et interventions - bases,"0,0","0,0",2019-07-09
990110384810205516,"Sécurité et fiabilité polycopié destiné aux étudiants de la section de Génie Givil, cours CIVIL-237, Bachelor BA3","1,0","0,0",
990110384810205516,"Sécurité et fiabilité polycopié destiné aux étudiants de la section de Génie Givil, cours CIVIL-237, Bachelor BA3","1,0","1,0",2021-03-11
990110389770205516,#TEST#TEST_BOOK#TEST#,"0,0","4,0",2018-10-18
990110389770205516,#TEST#TEST_BOOK#TEST#,"0,0","6,0",2019-05-06
990110389770205516,#TEST#TEST_BOOK#TEST#,"0,0","2,0",2020-01-20
990110389770205516,#TEST#TEST_BOOK#TEST#,"0,0","13,0",2020-05-07
990110392510205516,Atkins' physical chemistry,"5,0","0,0",
990110395490205516,Energy storage systems and components,"1,0","0,0",
990110395490205516,Energy storage systems and components,"1,0","7,0",2019-05-02
990110395490205516,Energy storage systems and components,"1,0","7,0",2021-01-27
990110398770205516,Where to play 3 steps for discovering your most valuable market opportunities,"2,0","0,0",
990110398770205516,Where to play 3 steps for discovering your most valuable market opportunities,"1,0","0,0",2022-01-18
990110435250205516,Facade construction manual,"1,0","0,0",
990110435250205516,Facade construction manual,"1,0","5,0",2021-11-01
990110435250205516,Facade construction manual,"1,0","7,0",2021-11-09
990110451560205516,Mécanique quantique,"1,0","0,0",2018-11-01
990110451560205516,Mécanique quantique,"1,0","9,0",2021-07-30
990110451560205516,Mécanique quantique,"1,0","9,0",2021-12-10
990110455170205516,"La chimie I aspects fondamentaux de chimie, 1er semestre 2017/2018, CMS-EPFL","1,0","0,0",
990110455170205516,"La chimie I aspects fondamentaux de chimie, 1er semestre 2017/2018, CMS-EPFL","1,0","4,0",2020-01-23
990110455260205516,ENV 202 : Microbiologie pour l'ingénieur SIE-3,"2,0","0,0",
990110455360205516,CMS - Algèbre linéaire semestre d'automne [2017-2018],"1,0","0,0",
990110455360205516,CMS - Algèbre linéaire semestre d'automne [2017-2018],"0,0","3,0",2020-07-10
990110457420205516,Statistical mechanics of lattice systems a concrete mathematical introduction,"1,0","0,0",2019-04-05
990110457420205516,Statistical mechanics of lattice systems a concrete mathematical introduction,"2,0","15,0",2022-02-25
990110474890205516,Effective Java,"1,0","4,0",2021-09-16
990110474890205516,Effective Java,"2,0","21,0",2021-12-17
990110474890205516,Effective Java,"1,0","9,0",2022-03-09
990110474890205516,Effective Java,"1,0","1,0",2022-03-15
990110498240205516,CMS analyse 1 semestre d'automne 2017-2018,"0,0","0,0",
990110498240205516,CMS analyse 1 semestre d'automne 2017-2018,"0,0","3,0",2020-12-09
990110502840205516,Inside no-stop city Parkings résidentiels & système climatique universel,"3,0","50,0",2022-02-25
990110507470205516,Neuroscience,"1,0","5,0",2022-01-27
990110507470205516,Neuroscience,"1,0","17,0",2022-02-22
990110510690205516,C++ par la pratique recueil d'exercices corrigés et aide-mémoire,"1,0","0,0",2019-10-07
990110510690205516,C++ par la pratique recueil d'exercices corrigés et aide-mémoire,"1,0","16,0",2021-12-14
990110510690205516,C++ par la pratique recueil d'exercices corrigés et aide-mémoire,"1,0","9,0",2021-12-16
990110510690205516,C++ par la pratique recueil d'exercices corrigés et aide-mémoire,"1,0","13,0",2021-12-31
990110510690205516,C++ par la pratique recueil d'exercices corrigés et aide-mémoire,"1,0","9,0",2022-01-10
990110510690205516,C++ par la pratique recueil d'exercices corrigés et aide-mémoire,"1,0","17,0",2022-01-27
990110510690205516,C++ par la pratique recueil d'exercices corrigés et aide-mémoire,"1,0","17,0",2022-03-07
990110542330205516,Measuring systems,"2,0","0,0",
990110548470205516,Integrated microelectronic devices physics and modeling,"1,0","11,0",2021-11-08
990110548470205516,Integrated microelectronic devices physics and modeling,"1,0","0,0",2021-11-11
990110548470205516,Integrated microelectronic devices physics and modeling,"1,0","15,0",2021-12-06
990110565260205516,La construction romaine matériaux et techniques,"1,0","0,0",
990110565260205516,La construction romaine matériaux et techniques,"1,0","6,0",2021-04-09
990110565260205516,La construction romaine matériaux et techniques,"1,0","12,0",2021-06-04
990110565260205516,La construction romaine matériaux et techniques,"1,0","9,0",2021-10-01
990110565260205516,La construction romaine matériaux et techniques,"1,0","11,0",2022-03-11
990110655950205516,New housing in Zurich typologies for a changing society,"1,0","0,0",2021-07-28
990110655950205516,New housing in Zurich typologies for a changing society,"1,0","6,0",2021-12-15
990110679890205516,Documenta a brief history of an exhibition and its contexts,"1,0","0,0",
990110679890205516,Documenta a brief history of an exhibition and its contexts,"1,0","2,0",2021-10-25
990110679890205516,Documenta a brief history of an exhibition and its contexts,"1,0","2,0",2021-11-05
990110691800205516,Algèbre linéaire,"1,0","15,0",2021-01-20
990110691800205516,Algèbre linéaire,"1,0","12,0",2021-09-21
990110691800205516,Algèbre linéaire,"1,0","13,0",2021-10-20
990110691800205516,Algèbre linéaire,"1,0","12,0",2022-02-16
990110691800205516,Algèbre linéaire,"1,0","1,0",2022-03-12
990110699380205516,OFFICE Kersten Geers David Van Severen,"1,0","0,0",
990110699380205516,OFFICE Kersten Geers David Van Severen,"1,0","1,0",2019-03-22
990110699380205516,OFFICE Kersten Geers David Van Severen,"1,0","0,0",2020-02-20
990110699380205516,OFFICE Kersten Geers David Van Severen,"3,0","44,0",2022-02-25
990110699380205516,OFFICE Kersten Geers David Van Severen,"3,0","34,0",2022-03-08
990110753530205516,Introduction à la biologie cellulaire année académique 2017-2018,"1,0","0,0",
990110753530205516,Introduction à la biologie cellulaire année académique 2017-2018,"1,0","2,0",2019-01-28
990110753530205516,Introduction à la biologie cellulaire année académique 2017-2018,"1,0","0,0",2020-01-21
990110753530205516,Introduction à la biologie cellulaire année académique 2017-2018,"1,0","4,0",2020-08-10
990110787390205516,Mécanique de l'ingénieur,"1,0","0,0",
990110787390205516,Mécanique de l'ingénieur,"1,0","1,0",2019-06-27
990110787390205516,Mécanique de l'ingénieur,"1,0","2,0",2019-12-09
990110787390205516,Mécanique de l'ingénieur,"1,0","3,0",2020-08-19
990110787390205516,Mécanique de l'ingénieur,"1,0","2,0",2021-03-16
990110787390205516,Mécanique de l'ingénieur,"1,0","2,0",2021-06-26
990110787390205516,Mécanique de l'ingénieur,"1,0","6,0",2022-02-17
990110787390205516,Mécanique de l'ingénieur,"1,0","3,0",2022-03-07
