Electronic Collection Public Name,MMS Id,Title,Portfolio Id,Electronic Collection Id
IEEE Electronic Library (IEL),99116720301005516,"Tenth IEEE International Symposium on Wearable Computers : ISWC 2006 : Montreux, Switzerland, October 11-14, 2006 : proceedings",5333660050005516,6128473920005516
SpringerLink Lecture Notes in Computer Science 2012,99116705917505516,"Controlled Natural Language Third International Workshop, CNL 2012, Zurich, Switzerland, August 29-31, 2012, Proceedings /",5330560650005516,6128472770005516
Springer Chemistry and Materials Science eBooks 2010 English/International,99116719156505516,Synthesis of Heterocycles via Multicomponent Reactions II,5333447940005516,6128472380005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116748755805516,"Performance conversationsx : Performance conversations : how to use questions to coach employees, improve productivity, and boost confidence (without appraisals!) /",5337779500005516,6128471720005516
De Gruyter journals,99116701085205516,Journal of student affairs research and practice.,5337002090005516,6128473650005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116721739805516,The making of black lives matter : a brief history of an idea /,5333944070005516,6128471720005516
IEEE Electronic Library (IEL) Conference Proceedings,99116699241205516,2016 IEEE International Energy Conference (ENERGYCON),5329096130005516,6128472830005516
Morgan & Claypool Synthesis Collection Three,99116701352105516,Interacting with information,5329584770005516,6128471870005516
Wiley Online Library Chemistry Frontlist 2020,99116789472405516,"ICP Emissionsspektrometrie Für Praktiker : Grundlagen, Methodenentwicklung, Anwendungsbeispiele.",5343428080005516,6128470280005516
Springer Physics and Astronomy eBooks 2008 English/International,99116718569105516,"Turbulence, Dynamos, Accretion Disks, Pulsars and Collective Plasma Processes First Kodai-Trieste Workshop on Plasma Astrophysics held at the Kodaikanal Observatory, India, August 27 - September 7, 2007 /",5333323050005516,6128472890005516
IEEE Electronic Library (IEL) Conference Proceedings,99116718985205516,2020 43rd International Conference on Telecommunications and Signal Processing (TSP),5333403870005516,6128472830005516
McGraw Hill Ebook Library Schaum's Course Outlines,99116710224005516,Schaum's outline of theory and problems of elements of statistics /,5331489820005516,6128473890005516
IEEE Electronic Library (IEL) Conference Proceedings,99116720620905516,IEE Colloquium on Audio and Music Technology: The Challenge of Creative DSP (Ref. No. 1998/470),5333739060005516,6128472830005516
IEEE Electronic Library (IEL) Conference Proceedings,99116698508105516,2011 Pan American Health Care Exchanges,5328942520005516,6128472830005516
Wiley Online Book 2011 to Present,99116805963105516,"Tattoos philosophy for everyone : I ink, therefore I am /",5346846280005516,6146764050005516
Wiley Online Library Database Model 2021,99116715398005516,Journal of operations management,5336396670005516,6136370550005516
Springer Computer Science eBooks 2021 English/International,99116779991805516,"Knowledge Science, Engineering and Management 14th International Conference, KSEM 2021, Tokyo, Japan, August 14–16, 2021, Proceedings, Part III /",5342219840005516,6135209950005516
,990098992340205516,Multi-bit delta sigma modulator linearization based on digital reconstruction of feedback DAC output,5328296880005516,None
IEEE Electronic Library (IEL),99116716781405516,BEAMS : 2008 17th International Conference on High Power Particle Beams : 6-11 July 2008.,5332933980005516,6128473920005516
AIP Conference Proceedings (American Institute of Physics),99116704311305516,8th International Conference on Methods and Applications of Radioanalytical Chemistry: Marc - VIII,5330218440005516,6128472610005516
SPIE Digital Library Proceedings,99116702674105516,"Coupling technology to national need : 23-26 August 1993, Albuquerque, New Mexico",5329875070005516,6128471540005516
IEEE Xplore Morgan & Claypool Synthesis eBooks Library,99116720589805516,Performance analysis and tuning for general purpose graphics processing units (GPGPU),5335745650005516,6135607560005516
EZB-FREE-00999 freely available EZB journals,99116795503605516,Amtsblatt für den Regierungsbezirk Arnsberg mit öffentlichem Anzeiger,5345361750005516,6142815690005516
Springer Business and Management eBooks 2021 English/International,99116750134605516,New consumer behavior theories from japan /,5338005250005516,6135209810005516
Springer Engineering eBooks 2010 English/International,99116720380905516,Fractional-order Systems and Controls Fundamentals and Applications /,5333702520005516,6128472520005516
IEEE Electronic Library (IEL) Conference Proceedings,99116697985005516,2019 IEEE World Haptics Conference (WHC),5328853470005516,6128472830005516
Springer Computer Science eBooks 2018 English/International,99116713497205516,"Haptics: Science, Technology, and Applications 11th International Conference, EuroHaptics 2018, Pisa, Italy, June 13-16, 2018, Proceedings, Part II /",5332211410005516,6128473030005516
Springer Economics and Finance eBooks 2017 English/International,99116707009305516,"Financial Markets, SME Financing and Emerging Economies",5330798800005516,6128471960005516
SpringerLink Lecture Notes In Computer Science 2014,99116715723405516,"Haptics: Neuroscience, Devices, Modeling, and Applications 9th International Conference, EuroHaptics 2014, Versailles, France, June 24-26, 2014, Proceedings, Part I /",5332690440005516,6128470420005516
IEEE Electronic Library (IEL) Conference Proceedings,99116711056905516,"SENSORS, 2015 IEEE",5331693270005516,6128472830005516
SpringerLink Books Computer Science 2018,99116706507805516,"Programming Languages and Systems 16th Asian Symposium, APLAS 2018, Wellington, New Zealand, December 2–6, 2018, Proceedings /",5330691910005516,6128470080005516
Wiley Online Library Online Books,99116709727105516,Synthesis and applications of inorganic nanostructures /,5331369660005516,6128473520005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116749113005516,Thailand : financial sector assessment program-detailed assessment of observance-basel core principles for effective banking supervision.,5337848860005516,6128471720005516
ACM Digital Library Complete,99116703352605516,Proceedings of the 14th ACM SIGSAC Workshop on Programming Languages and Analysis for Security,5330029470005516,6128471210005516
ACM Digital Library Complete,99116697042405516,2004 IEEE/ACM International Conference on Computer-Aided Design,5328634840005516,6128471210005516
IEEE Electronic Library (IEL) Conference Proceedings,99116713840005516,"Proceedings, Tenth International Symposium on System Synthesis : September 17-19, 1997, Antwerp, Belgium",5332273680005516,6128472830005516
Wiley Online Library Database Model 2020,99116720007505516,World oil trade.,5336313010005516,6136319990005516
IEEE Electronic Library (IEL),99116710268505516,"20th International Conference on Advanced Information Networking and Applications : proceedings : 18-20 April, 2006, Vienna, Austria",5331517290005516,6128473920005516
Springer Physics and Astronomy eBooks 2019 English/International,99116733278405516,Semiconductor Optics 1 Linear Optical Properties of Semiconductors /,5335628250005516,6135579820005516
Springer Physics and Astronomy eBooks 2007 English/International,99116717859205516,"Mathematical Methods for Engineers and Scientists 2 Vector Analysis, Ordinary Differential Equations and Laplace Transforms /",5333171320005516,6128472880005516
EZB-FREE-00999 freely available EZB journals,99116795887405516,Direito & desenvolvimento,5345540630005516,6142815690005516
Wiley Online Book 2011 to Present,99116805879605516,The innovative company : an ill-defined object /,5346872640005516,6146764050005516
SPIE Digital Library Proceedings,99116716225405516,Silicon Photonics XIV,5332795840005516,6128471540005516
SAGE Knowledge A-Z (All Titles),99116719383005516,Urban planning theory since 1945,5333484780005516,6128473000005516
EZB-FREE-00999 freely available EZB journals,99116790997805516,Schubartiana: Zeitschrift der Arbeitsgemeinschaft Deutschsprachiger Myriapodologen,5343853450005516,6142815690005516
IEEE Electronic Library (IEL),99116711462605516,2011 IEEE International Conference on Industrial Engineering and Engineering Management,5331778180005516,6128473920005516
,990050046580205516,"Niobium nitride based thin films deposited by DC reactive magnetron sputtering NbN, NbSiN and NbAIN",5328367950005516,None
EZB-FREE-00999 freely available EZB journals,99116792782505516,Raído.,5344464430005516,6142815690005516
IEEE Electronic Library (IEL) Conference Proceedings,99116719380005516,"Network Softwarization (NetSoft), 2015 1st IEEE Conference on",5333488180005516,6128472830005516
Royal Society of Chemistry eBook Collection 2011,99116720122305516,Proteinases as drug targets,5333631620005516,6128473610005516
de Gruyter eBooks Complete,99116711454005516,"River, space, design planning strategies, methods and projects for urban rivers /",5331780340005516,6128474060005516
Elsevier ScienceDirect Books Complete,99116720827205516,Analysis and risk of nanomaterials in environmental and food samples comprehensive analytical chemistry /,5333783710005516,6128471490005516
SPIE Digital Library Proceedings,99116706994605516,"The engineering reality of virtual reality 2008 : 31 January, 2008, San Jose, California, USA",5330799850005516,6128471540005516
,990014424370205516,"Bragg gratings in single-mode optical fibres characterisation, stress modifications and out-couplers",5328266330005516,None
"Ebook Central Perpetual, DDA and Subscription Titles",99116721555305516,Queer representations in Chinese-language film and the cultural landscape /,5333948720005516,6128471720005516
Springer Earth and Environmental Science eBooks 2013 English/International,99116710797505516,"Groundwater in Ethiopia Features, Numbers and Opportunities /",5331620930005516,6128472580005516
American Mathematical Society eBooks,99116702112605516,Information theory and stochastics for multiscale nonlinear systems /,5329735040005516,6128473930005516
Highwire Press Cold Spring Harbor Laboratory Press,99116703600705516,RNA.,5330050380005516,6128474040005516
Wiley Online Book 2011 to Present,99116805832505516,Discovering superconductivity an investigative approach /,5346822980005516,6146764050005516
Wiley Online Book 2011 to Present,99116806380205516,50 great myths of human evolution : understanding misconceptions about our origins /,5347027920005516,6146764050005516
Springer Biomedical and Life Sciences eBooks 2017 English/International,99116716213205516,G-Protein-Coupled Receptor Dimers,5332798350005516,6128472010005516
Springer Biomedical and Life Sciences eBooks 2019 English/International,99116718336905516,Biophysics of Mitochondria,5333250330005516,6128471240005516
"Ebook Central Perpetual, DDA and Subscription Titles",99116704740505516,Fondements,5330295970005516,6128471720005516
Wiley Online Book 2011 to Present,99116805606105516,"The Handbook of Hybrid Securities Convertible Bonds, CoCo Bonds and Bail-In",5346791560005516,6146764050005516
